_panel_year,_school_identity_key,edss_school_name,edss_school_kind,edss_province,edss_branch,name_context_status,target_department_count,context_candidate_count,overlap_candidate_count,top_candidate_open_id,candidate_signature_year,candidate_open_id,candidate_method,confidence_tier,resolution_status,score,score_margin,department_intersection_count,department_union_count,department_jaccard,target_department_coverage,candidate_department_coverage,academyinfo_department_jaccard,academyinfo_day_night_jaccard,cross_panel_department_jaccard,cross_year_group_key,cross_year_consistent,year_conflict_excluded,reverse_collision_excluded,evidence_sources,canonical_open_id_imputed
2023,employment-school-6a86d7aef359c3e48d57,광주과학기술원 일반대학원,일반대학원,광주,본교,candidate_unique_name_context,11,9,3,7749630391,2023,7749630391,unique_exact_kind_year_region_branch_department_set,high,candidate_high_exact_context,0.888000,0.765023,11,11,1.000000,1.000000,1.000000,0.440000,0.440000,1.000000,광주과학기술원일반대학원|일반대학원|광주|본교,true,false,false,EDSS employment 2023-2024|EDSS 0402-0404|EDSS 0101 bridge|EDSS 0104|AcademyInfo 2025,false
2023,employment-school-18a2a251be2d9d517178,광주대학교 일반대학원,일반대학원,광주,본교,candidate_unique_name_context,25,9,6,1404079616,2023,1404079616,unique_exact_kind_year_region_branch_department_set,high,candidate_high_exact_context,0.896606,0.659982,25,25,1.000000,1.000000,1.000000,0.490196,0.461538,1.000000,광주대학교일반대학원|일반대학원|광주|본교,true,false,false,EDSS employment 2023-2024|EDSS 0402-0404|EDSS 0101 bridge|EDSS 0104|AcademyInfo 2025,false
2023,employment-school-ec8aac838e334af66742,광주여자대학교 일반대학원,일반대학원,광주,본교,candidate_unique_name_context,7,9,7,2686637401,2023,2686637401,unique_exact_kind_year_region_branch_department_set,high,candidate_high_exact_context,0.900000,0.729762,7,7,1.000000,1.000000,1.000000,0.500000,0.500000,1.000000,광주여자대학교일반대학원|일반대학원|광주|본교,true,false,false,EDSS employment 2023-2024|EDSS 0402-0404|EDSS 0101 bridge|EDSS 0104|AcademyInfo 2025,false
2023,employment-school-6a4f5ff5c1625df63306,국민대학교대학원,일반대학원,서울,본교,candidate_unique_name_context,47,42,37,5019384086,2023,5019384086,unique_exact_kind_year_region_branch_department_set,high,candidate_high_exact_context,0.922667,0.620995,47,47,1.000000,1.000000,1.000000,0.613333,0.613333,1.000000,국민대학교대학원|일반대학원|서울|본교,true,false,false,EDSS employment 2023-2024|EDSS 0402-0404|EDSS 0101 bridge|EDSS 0104|AcademyInfo 2025,false
2023,employment-school-9c8ff68610e6acf23221,군산대학교대학원,일반대학원,전북,본교,unmatched_name_context,36,0,0,,,,,unresolved,unresolved_name_context,,,,,,,,,,,군산대학교대학원|일반대학원|전북|본교,not_tested_single_year,false,false,EDSS employment 2023-2024|EDSS 0402-0404|EDSS 0101 bridge|EDSS 0104|AcademyInfo 2025,false
2023,employment-school-fb3f8620e7e98054816f,극동대학교일반대학원,일반대학원,충북,본교,candidate_unique_name_context,5,9,6,1343200445,2023,1343200445,unique_exact_kind_year_region_branch_department_set,high,candidate_high_exact_context,0.838462,0.665577,5,5,1.000000,1.000000,1.000000,0.192308,0.192308,1.000000,극동대학교일반대학원|일반대학원|충북|본교,true,false,false,EDSS employment 2023-2024|EDSS 0402-0404|EDSS 0101 bridge|EDSS 0104|AcademyInfo 2025,false
2023,employment-school-c2bb3998671b702aba9b,금강대학교 일반대학원,일반대학원,충남,본교,candidate_unique_name_context,2,13,1,9184979677,2023,9184979677,unique_exact_small_department_set_with_context,strong,candidate_strong_exact_small_signature,0.900000,0.900000,2,2,1.000000,1.000000,1.000000,0.666667,0.000000,1.000000,금강대학교일반대학원|일반대학원|충남|본교,true,false,false,EDSS employment 2023-2024|EDSS 0402-0404|EDSS 0101 bridge|EDSS 0104|AcademyInfo 2025,false
2023,employment-school-549ea93a5acd5f8c216c,금오공과대학교대학원,일반대학원,경북,본교,unmatched_name_context,19,0,0,,,,,unresolved,unresolved_name_context,,,,,,,,,,,금오공과대학교대학원|일반대학원|경북|본교,not_tested_single_year,false,false,EDSS employment 2023-2024|EDSS 0402-0404|EDSS 0101 bridge|EDSS 0104|AcademyInfo 2025,false
2023,employment-school-b5cca3e02838a6431988,김천대학교 일반대학원,일반대학원,경북,본교,unmatched_name_context,3,0,0,,,,,unresolved,unresolved_name_context,,,,,,,,,,,김천대학교일반대학원|일반대학원|경북|본교,inconclusive,false,false,EDSS employment 2023-2024|EDSS 0402-0404|EDSS 0101 bridge|EDSS 0104|AcademyInfo 2025,false
2023,employment-school-98912f09515adab20d1d,나사렛대학교 일반대학원,일반대학원,충남,본교,candidate_unique_name_context,5,13,1,4801350533,2023,4801350533,unique_exact_kind_year_region_branch_department_set,high,candidate_high_exact_context,0.800000,0.800000,5,5,1.000000,1.000000,1.000000,0.000000,0.000000,1.000000,나사렛대학교일반대학원|일반대학원|충남|본교,true,false,false,EDSS employment 2023-2024|EDSS 0402-0404|EDSS 0101 bridge|EDSS 0104|AcademyInfo 2025,false
2023,employment-school-a9f8642288bcc5cd76f6,남부대학교 일반대학원,일반대학원,광주,본교,candidate_unique_name_context,12,9,6,7710297405,2023,7710297405,unique_exact_kind_year_region_branch_department_set,high,candidate_high_exact_context,0.900000,0.685148,12,12,1.000000,1.000000,1.000000,0.666667,0.000000,1.000000,남부대학교일반대학원|일반대학원|광주|본교,true,false,false,EDSS employment 2023-2024|EDSS 0402-0404|EDSS 0101 bridge|EDSS 0104|AcademyInfo 2025,false
2023,employment-school-82cd37bcfbe9887b76a1,남서울대학교 일반대학원,일반대학원,충남,본교,candidate_unique_name_context,20,13,9,9418980956,2023,9418980956,unique_exact_kind_year_region_branch_department_set,high,candidate_high_exact_context,0.857692,0.681007,20,20,1.000000,1.000000,1.000000,0.384615,0.000000,1.000000,남서울대학교일반대학원|일반대학원|충남|본교,true,false,false,EDSS employment 2023-2024|EDSS 0402-0404|EDSS 0101 bridge|EDSS 0104|AcademyInfo 2025,false
2023,employment-school-9b678f6e237fbd6c1509,단국대학교 일반대학원,일반대학원,경기,본교,candidate_unique_name_context,50,37,26,5945408165,2023,5945408165,calibrated_multisource_rank_kind_year_region_branch,strong,candidate_strong_calibrated_multisource,0.750735,0.475052,50,77,0.649351,1.000000,0.649351,0.719626,0.712963,1.000000,단국대학교일반대학원|일반대학원|경기|본교,true,false,false,EDSS employment 2023-2024|EDSS 0402-0404|EDSS 0101 bridge|EDSS 0104|AcademyInfo 2025,false
2023,employment-school-55c8ee68402bd29f85c5,단국대학교 일반대학원,일반대학원,충남,캠퍼스,candidate_unique_name_context,27,0,0,,,,,unresolved,unresolved_no_department_overlap,,,,,,,,,,,단국대학교일반대학원|일반대학원|충남|캠퍼스,inconclusive,false,false,EDSS employment 2023-2024|EDSS 0402-0404|EDSS 0101 bridge|EDSS 0104|AcademyInfo 2025,false
2023,employment-school-8931dca02bf883e23e0f,대구가톨릭대학교대학원,일반대학원,경북,본교,candidate_unique_name_context,52,18,16,4324360966,2023,4324360966,unique_exact_kind_year_region_branch_department_set,high,candidate_high_exact_context,0.877612,0.665040,52,52,1.000000,1.000000,1.000000,0.388060,0.388060,1.000000,대구가톨릭대학교대학원|일반대학원|경북|본교,true,false,false,EDSS employment 2023-2024|EDSS 0402-0404|EDSS 0101 bridge|EDSS 0104|AcademyInfo 2025,false
2023,employment-school-726cca68f2f7ffed0397,대구경북과학기술원 일반대학원,일반대학원,대구,본교,candidate_unique_name_context,6,5,1,9000004351,2023,9000004351,unique_exact_kind_year_region_branch_department_set,high,candidate_high_exact_context,0.909091,0.909091,6,6,1.000000,1.000000,1.000000,0.545455,0.545455,1.000000,대구경북과학기술원일반대학원|일반대학원|대구|본교,true,false,false,EDSS employment 2023-2024|EDSS 0402-0404|EDSS 0101 bridge|EDSS 0104|AcademyInfo 2025,false
2023,employment-school-d3dc2af089ca676dbfc6,대구대학교대학원,일반대학원,경북,본교,candidate_unique_name_context,41,18,14,3731556296,2023,3731556296,unique_exact_kind_year_region_branch_department_set,high,candidate_high_exact_context,0.900000,0.633626,41,41,1.000000,1.000000,1.000000,0.500000,0.500000,1.000000,대구대학교대학원|일반대학원|경북|본교,true,false,false,EDSS employment 2023-2024|EDSS 0402-0404|EDSS 0101 bridge|EDSS 0104|AcademyInfo 2025,false
2023,employment-school-489fe8ac73c2d60dc72f,대구한의대학교 대학원,일반대학원,경북,본교,candidate_unique_name_context,19,18,7,8750894188,2023,8750894188,unique_exact_kind_year_region_branch_department_set,high,candidate_high_exact_context,0.870000,0.729178,19,19,1.000000,1.000000,1.000000,0.500000,0.000000,0.950000,대구한의대학교대학원|일반대학원|경북|본교,true,false,false,EDSS employment 2023-2024|EDSS 0402-0404|EDSS 0101 bridge|EDSS 0104|AcademyInfo 2025,false
2023,employment-school-705357ee8a6c57dc413e,대신대학교 대학원,일반대학원,경북,본교,candidate_unique_name_context,4,18,9,9325291395,2023,9325291395,unique_exact_kind_year_region_branch_department_set,high,candidate_high_exact_context,0.933333,0.481190,4,4,1.000000,1.000000,1.000000,0.666667,0.666667,1.000000,대신대학교대학원|일반대학원|경북|본교,true,false,false,EDSS employment 2023-2024|EDSS 0402-0404|EDSS 0101 bridge|EDSS 0104|AcademyInfo 2025,false
2023,employment-school-61f54d0c40660651dd7c,대전가톨릭대학교 대학원,일반대학원,세종,본교,candidate_unique_name_context,1,3,1,7542419016,2023,7542419016,unique_exact_small_department_set_with_context,strong,candidate_strong_exact_small_signature,0.900000,0.900000,1,1,1.000000,1.000000,1.000000,0.500000,0.500000,1.000000,대전가톨릭대학교대학원|일반대학원|세종|본교,true,false,false,EDSS employment 2023-2024|EDSS 0402-0404|EDSS 0101 bridge|EDSS 0104|AcademyInfo 2025,false
2023,employment-school-db9bd54c8c741516081e,대전대학교 일반대학원,일반대학원,대전,본교,candidate_unique_name_context,30,11,9,9589447677,2023,9589447677,unique_exact_kind_year_region_branch_department_set,high,candidate_high_exact_context,0.903448,0.621630,30,30,1.000000,1.000000,1.000000,0.517241,0.517241,1.000000,대전대학교일반대학원|일반대학원|대전|본교,true,false,false,EDSS employment 2023-2024|EDSS 0402-0404|EDSS 0101 bridge|EDSS 0104|AcademyInfo 2025,false
2023,employment-school-e6c0874e4e7bdf4d1d59,대전신학대학교 일반대학원,일반대학원,대전,본교,candidate_unique_name_context,1,11,1,3256247401,2023,3256247401,unique_exact_small_department_set_with_context,strong,candidate_strong_exact_small_signature,0.850000,0.850000,1,1,1.000000,1.000000,1.000000,0.250000,0.250000,1.000000,대전신학대학교일반대학원|일반대학원|대전|본교,true,false,false,EDSS employment 2023-2024|EDSS 0402-0404|EDSS 0101 bridge|EDSS 0104|AcademyInfo 2025,false
2023,employment-school-6d6b36dad957b00f8a3e,대진대학교 대학원,일반대학원,경기,본교,candidate_unique_name_context,18,37,24,7563796222,2023,7563796222,unique_exact_kind_year_region_branch_department_set,high,candidate_high_exact_context,0.860000,0.590958,18,18,1.000000,1.000000,1.000000,0.300000,0.300000,1.000000,대진대학교대학원|일반대학원|경기|본교,true,false,false,EDSS employment 2023-2024|EDSS 0402-0404|EDSS 0101 bridge|EDSS 0104|AcademyInfo 2025,false
2023,employment-school-5970e3a02a0ca07ec618,덕성여자대학교 대학원,일반대학원,서울,본교,candidate_unique_name_context,11,42,32,5332823812,2023,5332823812,unique_exact_kind_year_region_branch_department_set,high,candidate_high_exact_context,0.848039,0.539208,11,11,1.000000,1.000000,1.000000,0.323529,0.323529,0.833333,덕성여자대학교대학원|일반대학원|서울|본교,true,false,false,EDSS employment 2023-2024|EDSS 0402-0404|EDSS 0101 bridge|EDSS 0104|AcademyInfo 2025,false
2023,employment-school-0da0d561c84d5e608046,동국대학교 대학원,일반대학원,서울,본교,candidate_unique_name_context,73,42,34,4172387540,2023,4172387540,calibrated_multisource_rank_kind_year_region_branch,strong,candidate_strong_calibrated_multisource,0.835083,0.533108,73,84,0.869048,1.000000,0.869048,0.547297,0.547297,0.976471,동국대학교대학원|일반대학원|서울|본교,true,false,false,EDSS employment 2023-2024|EDSS 0402-0404|EDSS 0101 bridge|EDSS 0104|AcademyInfo 2025,false
2023,employment-school-c438b6fdaf5f3c5d9372,동국대학교 일반대학원,일반대학원,경북,분교,unmatched_name_context,19,0,0,,,,,unresolved,unresolved_name_context,,,,,,,,,,,동국대학교일반대학원|일반대학원|경북|분교,inconclusive,false,false,EDSS employment 2023-2024|EDSS 0402-0404|EDSS 0101 bridge|EDSS 0104|AcademyInfo 2025,false
