_panel_year,_school_identity_key,학교명,본분교명,시도명,학교종류명,academyinfo_school_id,academyinfo_school_name,academyinfo_enrollment,edss_0101_enrollment,candidate_open_id,candidate_method,department_signature_candidate_open_id,department_signature_resolution_status,cross_validation_status,resolution_status
2023,employment-school-79b0bcbfa8b5017be124,광주교육대학교,본교,광주,교육대학,0000252,광주교육대학교,1335,1335,7730154871,academyinfo_two_year_exact_enrollment_school_context,7730154871,candidate_signature_context_confirmed,department_signature_agreement,candidate_two_year_exact_enrollment_department_signature_confirmed
2023,employment-school-809195b83c762df605b7,광주대학교,본교,광주,대학,0000231,광주대학교,7359,7359,6217789173,academyinfo_two_year_exact_enrollment_school_context,,unresolved_no_exact_signature,not_available,candidate_two_year_exact_enrollment
2023,employment-school-334f067b36cf25655de4,광주보건대학교,본교,광주,전문대학,0000429,광주보건대학교,4564,4564,8598524332,academyinfo_two_year_exact_enrollment_school_context,,unresolved_no_exact_signature,not_available,candidate_two_year_exact_enrollment
2023,employment-school-0436075a2b7395b96674,광주여자대학교,본교,광주,대학,0000076,광주여자대학교,3777,3777,1003343641,academyinfo_two_year_exact_enrollment_school_context,,unresolved_no_exact_signature,not_available,candidate_two_year_exact_enrollment
2023,employment-school-8673e607d41ab165714c,구미대학교,본교,경북,전문대학,0000430,구미대학교,6701,6701,6217320322,academyinfo_two_year_exact_enrollment_school_context,,unresolved_no_exact_signature,not_available,candidate_two_year_exact_enrollment
2023,employment-school-b065311b6dae17142856,국민대학교,본교,서울,대학,0000078,국민대학교,20692,20692,3241691589,academyinfo_two_year_exact_enrollment_school_context,,unresolved_no_exact_signature,not_available,candidate_two_year_exact_enrollment
2023,employment-school-41164fe9a0e945c0e9da,국제대학교,본교,경기,전문대학,0000549,국제대학교,3584,3584,2667451024,academyinfo_two_year_exact_enrollment_school_context,,unresolved_no_exact_signature,not_available,candidate_two_year_exact_enrollment
2023,employment-school-3e3cb2c4a2c71774813a,군산간호대학교,본교,전북,전문대학,0002971,군산간호대학교,1288,1288,6878157615,academyinfo_two_year_exact_enrollment_school_context,,unresolved_signature_too_small,not_available,candidate_two_year_exact_enrollment
2023,employment-school-100eb89240d491a42fa0,극동대학교,본교,충북,대학,0000080,극동대학교,3901,3901,4378646194,academyinfo_two_year_exact_enrollment_school_context,,unresolved_no_exact_signature,not_available,candidate_two_year_exact_enrollment
2023,employment-school-4ccc561808a3000ba292,금강대학교,본교,충남,대학,0000224,금강대학교,287,287,9802317440,academyinfo_two_year_exact_enrollment_school_context,,unresolved_no_exact_signature,not_available,candidate_two_year_exact_enrollment
2023,employment-school-157f53c2a79bc7fbe806,금오공과대학교,본교,경북,대학,0000010,국립금오공과대학교,7507,7507,5637881100,academyinfo_two_year_exact_enrollment_school_context,,unresolved_no_exact_signature,not_available,candidate_two_year_exact_enrollment
2023,employment-school-a340ad75802b9a33bf37,기독간호대학교,본교,광주,전문대학,0002972,기독간호대학교,651,651,8612184822,academyinfo_two_year_exact_enrollment_school_context,,unresolved_signature_too_small,not_available,candidate_two_year_exact_enrollment
2023,employment-school-bf1524e1abf23e25c416,김천대학교,본교,경북,대학,0000241,김천대학교,2947,2947,6974740743,academyinfo_two_year_exact_enrollment_school_context,,unresolved_no_exact_signature,not_available,candidate_two_year_exact_enrollment
2023,employment-school-cb3baf20c03b2b7592f5,김포대학교,본교,경기,전문대학,0000440,김포대학교,2393,2393,7614396095,academyinfo_two_year_exact_enrollment_school_context,,unresolved_no_exact_signature,not_available,candidate_two_year_exact_enrollment
2023,employment-school-78e435a2ecfe09301f24,김해대학교,본교,경남,전문대학,0000569,김해대학교,1675,1675,4882078588,academyinfo_two_year_exact_enrollment_school_context,,unresolved_no_exact_signature,not_available,candidate_two_year_exact_enrollment
2023,employment-school-f7f1eee676e93785ae9f,나사렛대학교,본교,충남,대학,0000081,나사렛대학교,6317,6317,3274086236,academyinfo_two_year_exact_enrollment_school_context,,unresolved_no_exact_signature,not_available,candidate_two_year_exact_enrollment
2023,employment-school-61544c2032cb1f58ad4b,남부대학교,본교,광주,대학,0000216,남부대학교,3340,3340,9043817162,academyinfo_two_year_exact_enrollment_school_context,,unresolved_no_exact_signature,not_available,candidate_two_year_exact_enrollment
2023,employment-school-04bb6015fe7086f9d2e6,남서울대학교,본교,충남,대학,0000245,남서울대학교,12128,12128,8574780881,academyinfo_two_year_exact_enrollment_school_context,,unresolved_no_exact_signature,not_available,candidate_two_year_exact_enrollment
2023,employment-school-5487e936edaab7120e62,농협대학교,본교,경기,전문대학,0000441,농협대학교,471,471,8429990410,academyinfo_two_year_exact_enrollment_school_context,,unresolved_no_exact_signature,not_available,candidate_two_year_exact_enrollment
2023,employment-school-00ce1a1387c48da824ed,대구경북과학기술원,본교,대구,대학,0000382,대구경북과학기술원,1073,1073,8862205862,academyinfo_two_year_exact_enrollment_school_context,,unresolved_signature_too_small,not_available,candidate_two_year_exact_enrollment
2023,employment-school-953c8340eb157e53653d,대구공업대학교,본교,대구,전문대학,0000443,대구공업대학교,1503,1503,6403395891,academyinfo_two_year_exact_enrollment_school_context,,unresolved_no_exact_signature,not_available,candidate_two_year_exact_enrollment
2023,employment-school-7906367252a68982bea1,대구과학대학교,본교,대구,전문대학,0000446,대구과학대학교,4976,4976,1140140593,academyinfo_two_year_exact_enrollment_school_context,,unresolved_no_exact_signature,not_available,candidate_two_year_exact_enrollment
2023,employment-school-d514445e61e4cec9065d,대구교육대학교,본교,대구,교육대학,0000253,대구교육대학교,1602,1602,2183489322,academyinfo_two_year_exact_enrollment_school_context,2183489322,candidate_signature_context_confirmed,department_signature_agreement,candidate_two_year_exact_enrollment_department_signature_confirmed
2023,employment-school-18bda95def395fa6258c,대구보건대학교,본교,대구,전문대학,0000444,대구보건대학교,8390,8390,4123382508,academyinfo_two_year_exact_enrollment_school_context,,unresolved_no_exact_signature,not_available,candidate_two_year_exact_enrollment
2023,employment-school-3eb220d2d4269dab95c3,대구예술대학교,본교,경북,대학,0000087,대구예술대학교,697,697,3420910358,academyinfo_two_year_exact_enrollment_school_context,,unresolved_no_exact_signature,not_available,candidate_two_year_exact_enrollment
2023,employment-school-b307fc99fdee0997392c,대구한의대학교,본교,경북,대학,0000061,대구한의대학교,7964,7964,6697622954,academyinfo_two_year_exact_enrollment_school_context,,unresolved_no_exact_signature,not_available,candidate_two_year_exact_enrollment
2023,employment-school-2ae8acaf47ecaa217836,대덕대학교,본교,대전,전문대학,0000546,대덕대학교,2581,2581,8037726461,academyinfo_two_year_exact_enrollment_school_context,,unresolved_no_exact_signature,not_available,candidate_two_year_exact_enrollment
2023,employment-school-3be885203dcf312e4a48,대동대학교,본교,부산,전문대학,0000447,대동대학교,1655,1655,4262574672,academyinfo_two_year_exact_enrollment_school_context,,unresolved_no_exact_signature,not_available,candidate_two_year_exact_enrollment
2023,employment-school-456803d4a0a5c64ec7ff,대림대학교,본교,경기,전문대학,0000448,대림대학교,10418,10418,2708199679,academyinfo_two_year_exact_enrollment_school_context,,unresolved_no_exact_signature,not_available,candidate_two_year_exact_enrollment
2023,employment-school-de06e472fa9ef225b1d3,대신대학교,본교,경북,대학,0000093,대신대학교,600,600,4017753899,academyinfo_two_year_exact_enrollment_school_context,,unresolved_no_exact_signature,not_available,candidate_two_year_exact_enrollment
2023,employment-school-7783cd8eb722b0905cbd,대원대학교,본교,충북,전문대학,0000449,대원대학교,2270,2270,1370042920,academyinfo_two_year_exact_enrollment_school_context,,unresolved_no_exact_signature,not_available,candidate_two_year_exact_enrollment
2023,employment-school-c52916e454f73935de6a,대전가톨릭대학교,본교,세종,대학,0000094,대전가톨릭대학교,51,51,3204512953,academyinfo_two_year_exact_enrollment_school_context,,unresolved_signature_too_small,not_available,candidate_two_year_exact_enrollment
2023,employment-school-4c3b319065e73f4a0c12,대전과학기술대학교,본교,대전,전문대학,0000453,대전과학기술대학교,4572,4572,1749948859,academyinfo_two_year_exact_enrollment_school_context,,unresolved_no_exact_signature,not_available,candidate_two_year_exact_enrollment
2023,employment-school-1845e36cdde93bf1bde3,대전대학교,본교,대전,대학,0000095,대전대학교,11469,11469,7762282371,academyinfo_two_year_exact_enrollment_school_context,,unresolved_no_exact_signature,not_available,candidate_two_year_exact_enrollment
2023,employment-school-ef14e864aaa370d569d1,대전보건대학교,본교,대전,전문대학,0000451,대전보건대학교,5890,5890,6821876287,academyinfo_two_year_exact_enrollment_school_context,,unresolved_no_exact_signature,not_available,candidate_two_year_exact_enrollment
2023,employment-school-d76c80f73622b0cb9f57,대전신학대학교,본교,대전,대학,0000238,대전신학대학교,54,54,3256466805,academyinfo_two_year_exact_enrollment_school_context,,unresolved_signature_too_small,not_available,candidate_two_year_exact_enrollment
2023,employment-school-b1034de8581dbf87c431,대진대학교,본교,경기,대학,0000097,대진대학교,9980,9980,2966308116,academyinfo_two_year_exact_enrollment_school_context,,unresolved_no_exact_signature,not_available,candidate_two_year_exact_enrollment
2023,employment-school-ba0770facfed1a017fb6,덕성여자대학교,본교,서울,대학,0000099,덕성여자대학교,6507,6507,6945439219,academyinfo_two_year_exact_enrollment_school_context,,unresolved_no_exact_signature,not_available,candidate_two_year_exact_enrollment
2023,employment-school-e5eb54a8ea027fc4a61e,동남보건대학교,본교,경기,전문대학,0000457,동남보건대학교,5697,5697,7605337738,academyinfo_two_year_exact_enrollment_school_context,,unresolved_no_exact_signature,not_available,candidate_two_year_exact_enrollment
2023,employment-school-b9a3cf5a9a0795292637,동덕여자대학교,본교,서울,대학,0000102,동덕여자대학교,8085,8085,7297517776,academyinfo_two_year_exact_enrollment_school_context,,unresolved_no_exact_signature,not_available,candidate_two_year_exact_enrollment
2023,employment-school-33d6576ff7697266ae87,동명대학교,본교,부산,대학,0000235,동명대학교,9801,9801,2269515275,academyinfo_two_year_exact_enrollment_school_context,,unresolved_no_exact_signature,not_available,candidate_two_year_exact_enrollment
2023,employment-school-4c01ab45ca85e300a36e,동서울대학교,본교,경기,전문대학,0000450,동서울대학교,8112,8112,7075858414,academyinfo_two_year_exact_enrollment_school_context,,unresolved_no_exact_signature,not_available,candidate_two_year_exact_enrollment
2023,employment-school-fb7306c6ccede27a56bd,동신대학교,본교,전남,대학,0000104,동신대학교,7125,7125,3939605593,academyinfo_two_year_exact_enrollment_school_context,,unresolved_no_exact_signature,not_available,candidate_two_year_exact_enrollment
2023,employment-school-484c27bb384471114b34,동아방송예술대학교,본교,경기,전문대학,0000461,동아방송예술대학교,4203,4203,6776323795,academyinfo_two_year_exact_enrollment_school_context,,unresolved_no_exact_signature,not_available,candidate_two_year_exact_enrollment
2023,employment-school-f6b491b12fef059f2f2a,동아보건대학교,본교,전남,전문대학,0000462,동아보건대학교,1144,1144,8324178874,academyinfo_two_year_exact_enrollment_school_context,,unresolved_no_exact_signature,not_available,candidate_two_year_exact_enrollment
2023,employment-school-c3823df3864bb7bf3c9c,동양미래대학교,본교,서울,전문대학,0000463,동양미래대학교,9697,9697,8050425648,academyinfo_two_year_exact_enrollment_school_context,,unresolved_no_exact_signature,not_available,candidate_two_year_exact_enrollment
2023,employment-school-31f57043baa5ee4330eb,동원과학기술대학교,본교,경남,전문대학,0000509,동원과학기술대학교,2894,2894,7197368383,academyinfo_two_year_exact_enrollment_school_context,,unresolved_no_exact_signature,not_available,candidate_two_year_exact_enrollment
2023,employment-school-9b9e65715ae91f3b66fd,동원대학교,본교,경기,전문대학,0000465,동원대학교,3586,3586,4455086469,academyinfo_two_year_exact_enrollment_school_context,,unresolved_no_exact_signature,not_available,candidate_two_year_exact_enrollment
2023,employment-school-5114af0bab645aab8aa0,동의대학교,본교,부산,대학,0000107,동의대학교,19880,19880,2066678583,academyinfo_two_year_exact_enrollment_school_context,,unresolved_no_exact_signature,not_available,candidate_two_year_exact_enrollment
2023,employment-school-31c6337e7cc989e5839d,루터대학교,본교,경기,대학,0000108,루터대학교,396,396,5642528295,academyinfo_two_year_exact_enrollment_school_context,,unresolved_no_exact_signature,not_available,candidate_two_year_exact_enrollment
2023,employment-school-188fb9da531a8d9dce0b,마산대학교,본교,경남,전문대학,0000470,마산대학교,6502,6502,9725025832,academyinfo_two_year_exact_enrollment_school_context,,unresolved_no_exact_signature,not_available,candidate_two_year_exact_enrollment
2023,employment-school-bc63333a1087415f4e3f,목원대학교,본교,대전,대학,0000112,목원대학교,9602,9602,8148429274,academyinfo_two_year_exact_enrollment_school_context,,unresolved_no_exact_signature,not_available,candidate_two_year_exact_enrollment
2023,employment-school-bbdf9603f5527f0f11a0,목포가톨릭대학교,본교,전남,대학,0000221,목포가톨릭대학교,567,567,2892641246,academyinfo_two_year_exact_enrollment_school_context,,unresolved_no_exact_signature,not_available,candidate_two_year_exact_enrollment
2023,employment-school-1cadb75a355bbd2b9ad0,목포과학대학교,본교,전남,전문대학,0000474,목포과학대학교,3067,3067,4209855318,academyinfo_two_year_exact_enrollment_school_context,,unresolved_no_exact_signature,not_available,candidate_two_year_exact_enrollment
2023,employment-school-6b9f866884054d3088f6,목포대학교,본교,전남,대학,0000011,국립목포대학교,8309,8309,3325767040,academyinfo_two_year_exact_enrollment_school_context,,unresolved_no_exact_signature,not_available,candidate_two_year_exact_enrollment
2023,employment-school-30bd5b27a2298d4d834f,목포해양대학교,본교,전남,대학,0000012,국립목포해양대학교,3016,3016,8557606160,academyinfo_two_year_exact_enrollment_school_context,,unresolved_no_exact_signature,not_available,candidate_two_year_exact_enrollment
2023,employment-school-8c2fbd313a0b27135b27,배재대학교,본교,대전,대학,0000113,배재대학교,9769,9769,8136945664,academyinfo_two_year_exact_enrollment_school_context,,unresolved_no_exact_signature,not_available,candidate_two_year_exact_enrollment
2023,employment-school-e8e20e8b5ef1c94bc58f,배화여자대학교,본교,서울,전문대학,0000476,배화여자대학교,3139,3139,5795471072,academyinfo_two_year_exact_enrollment_school_context,,unresolved_no_exact_signature,not_available,candidate_two_year_exact_enrollment
2023,employment-school-fd85695ba8fd6305bcc0,백석대학교,본교,충남,대학,0000178,백석대학교,15436,15436,3173264682,academyinfo_two_year_exact_enrollment_school_context,,unresolved_no_exact_signature,not_available,candidate_two_year_exact_enrollment
2023,employment-school-7186f486794fe69a503b,백제예술대학교,본교,전북,전문대학,0000477,백제예술대학교,1213,1213,1074720442,academyinfo_two_year_exact_enrollment_school_context,,unresolved_no_exact_signature,not_available,candidate_two_year_exact_enrollment
2023,employment-school-ae02b4b51b182af99f7c,부경대학교,본교,부산,대학,0000013,국립부경대학교,20806,20806,9321250915,academyinfo_two_year_exact_enrollment_school_context,,unresolved_no_exact_signature,not_available,candidate_two_year_exact_enrollment
2023,employment-school-3bd9b21e608937a39128,부산가톨릭대학교,본교,부산,대학,0000114,부산가톨릭대학교,4122,4122,9481304764,academyinfo_two_year_exact_enrollment_school_context,,unresolved_no_exact_signature,not_available,candidate_two_year_exact_enrollment
2023,employment-school-5eb4acbc24c688444073,부산경상대학교,본교,부산,전문대학,0000479,부산경상대학교,2832,2832,6373324573,academyinfo_two_year_exact_enrollment_school_context,,unresolved_no_exact_signature,not_available,candidate_two_year_exact_enrollment
2023,employment-school-f9aae63bd8e980bc343d,부산교육대학교,본교,부산,교육대학,0000254,부산교육대학교,1499,1499,6089915394,academyinfo_two_year_exact_enrollment_school_context,6089915394,candidate_signature_context_confirmed,department_signature_agreement,candidate_two_year_exact_enrollment_department_signature_confirmed
2023,employment-school-d69778d2209775e3962f,부산보건대학교,본교,부산,전문대학,0000467,부산보건대학교,3119,3119,3036731123,academyinfo_two_year_exact_enrollment_school_context,,unresolved_no_exact_signature,not_available,candidate_two_year_exact_enrollment
2023,employment-school-417faf810c8a443b5621,부산여자대학교,본교,부산,전문대학,0000480,부산여자대학교,2032,2032,1993808865,academyinfo_two_year_exact_enrollment_school_context,,unresolved_no_exact_signature,not_available,candidate_two_year_exact_enrollment
2023,employment-school-aec76442b743c63e41c6,부산예술대학교,본교,부산,전문대학,0000561,부산예술대학교,727,727,6542043566,academyinfo_two_year_exact_enrollment_school_context,,unresolved_no_exact_signature,not_available,candidate_two_year_exact_enrollment
2023,employment-school-6fd167ba1b5789cd9a77,부산외국어대학교,본교,부산,대학,0000115,부산외국어대학교,10014,10014,7118994772,academyinfo_two_year_exact_enrollment_school_context,,unresolved_no_exact_signature,not_available,candidate_two_year_exact_enrollment
2023,employment-school-60b0e0fc964ae1c8628c,부산장신대학교,본교,경남,대학,0000222,부산장신대학교,158,158,5888007283,academyinfo_two_year_exact_enrollment_school_context,,unresolved_no_exact_signature,not_available,candidate_two_year_exact_enrollment
2023,employment-school-287e0790b067fb062377,부천대학교,본교,경기,전문대학,0000482,부천대학교,9806,9806,4188858449,academyinfo_two_year_exact_enrollment_school_context,,unresolved_no_exact_signature,not_available,candidate_two_year_exact_enrollment
2023,employment-school-78908322b5ae1a11e3e1,삼육대학교,본교,서울,대학,0000116,삼육대학교,7060,7060,1141288042,academyinfo_two_year_exact_enrollment_school_context,,unresolved_no_exact_signature,not_available,candidate_two_year_exact_enrollment
2023,employment-school-5b84155dafd1de325965,삼육보건대학교,본교,서울,전문대학,0000483,삼육보건대학교,1542,1542,7960869371,academyinfo_two_year_exact_enrollment_school_context,,unresolved_no_exact_signature,not_available,candidate_two_year_exact_enrollment
2023,employment-school-076420ad6dd958d8cb66,상지대학교,본교,강원,대학,0000119,상지대학교,9180,9180,9737482547,academyinfo_two_year_exact_enrollment_school_context,,unresolved_no_exact_signature,not_available,candidate_two_year_exact_enrollment
2023,employment-school-8a20ceba8245b6a536b2,상지영서대학교,본교,강원,전문대학,0000485,상지영서대학교,298,298,3177766501,academyinfo_two_year_exact_enrollment_school_context,,unresolved_no_exact_signature,not_available,candidate_two_year_exact_enrollment
2023,employment-school-67d79b1c0f817cd33cb5,서강대학교,본교,서울,대학,0000120,서강대학교,11553,11553,2371954739,academyinfo_two_year_exact_enrollment_school_context,,unresolved_no_exact_signature,not_available,candidate_two_year_exact_enrollment
2023,employment-school-8d5b64b20e73938241e5,서라벌대학교,본교,경북,전문대학,0002645,서라벌대학교,680,680,3319877982,academyinfo_two_year_exact_enrollment_school_context,,unresolved_no_exact_signature,not_available,candidate_two_year_exact_enrollment
2023,employment-school-dcd231019d97ed74325a,서울과학기술대학교,본교,서울,대학,0000036,서울과학기술대학교,13641,13641,4005481183,academyinfo_two_year_exact_enrollment_school_context,,unresolved_no_exact_signature,not_available,candidate_two_year_exact_enrollment
2023,employment-school-bb5ecb38abe5730e7566,서울교육대학교,본교,서울,교육대학,0000255,서울교육대학교,1497,1497,8185494184,academyinfo_two_year_exact_enrollment_school_context,8185494184,candidate_signature_context_confirmed,department_signature_agreement,candidate_two_year_exact_enrollment_department_signature_confirmed
2023,employment-school-78a84d11372e467f0eb3,서울기독대학교,본교,서울,대학,0000098,서울기독대학교,493,493,4291264116,academyinfo_two_year_exact_enrollment_school_context,,unresolved_no_exact_signature,not_available,candidate_two_year_exact_enrollment
2023,employment-school-d2fa5f77b0d46112d252,서울시립대학교,본교,서울,대학,0000040,서울시립대학교,11900,11900,6524985253,academyinfo_two_year_exact_enrollment_school_context,,unresolved_no_exact_signature,not_available,candidate_two_year_exact_enrollment
2023,employment-school-bb8b9ea1f6e5cbfc49f2,서울신학대학교,본교,경기,대학,0000125,서울신학대학교,2456,2456,6105046808,academyinfo_two_year_exact_enrollment_school_context,6105046808,candidate_signature_context_confirmed,department_signature_agreement,candidate_two_year_exact_enrollment_department_signature_confirmed
2023,employment-school-03b9e970bfec1c58ed63,서울여자간호대학교,본교,서울,전문대학,0002973,서울여자간호대학교,937,937,3049030125,academyinfo_two_year_exact_enrollment_school_context,,unresolved_signature_too_small,not_available,candidate_two_year_exact_enrollment
2023,employment-school-4418d87fd180c6691fae,서울여자대학교,본교,서울,대학,0000126,서울여자대학교,8726,8726,2795465350,academyinfo_two_year_exact_enrollment_school_context,,unresolved_no_exact_signature,not_available,candidate_two_year_exact_enrollment
