catalog_sheet,catalog_row,source_domain,major_area,code,dataset,university_scope,delivery_type,provider,source_url,available_years,analysis_unit,major_fields,provision_level,school_code_available,seventy_percent_rule,priority,panel_relevance,download_status,notes
"교육통계(12종, 106테이블)",15,교육통계,교육(공유)재산현황,0020,공유재산현황,,EDSS file data,EDSS open data (source custodian recorded by domain),https://www.edmgr.kr/edss/es/opd/odd/od/es_opd_oddod01_001,2009~2013,집계 또는 기관,"조사년도,학제명,시도명,재산구분대분류명,재산구분중분류명,재산구분소분류명,단위구분명,재산산정금액,교육재산대지면적,필지수동수",,N,,3,out_of_scope_initial,catalogued_not_downloaded,
"교육통계(12종, 106테이블)",16,교육통계,학교,0101,선박보유현황_학교,,EDSS file data,EDSS open data (source custodian recorded by domain),https://www.edmgr.kr/edss/es/opd/odd/od/es_opd_oddod01_001,2009~2013,집계 또는 기관,"조사년도,학제명,시도명,선박재질명,선박용도명,구입년도,선박일련번호,경과년수,선박톤수,선원수",,N,,3,out_of_scope_initial,catalogued_not_downloaded,
"교육통계(12종, 106테이블)",17,교육통계,학교,0102,독서실개황_학교,,EDSS file data,EDSS open data (source custodian recorded by domain),https://www.edmgr.kr/edss/es/opd/odd/od/es_opd_oddod01_001,2009~2019,집계 또는 기관,"조사년도,학제명,시도명,사설학원종류명,도서실수,남자수강자수,여자수강자수,남자이수자수,여자이수자수,독서실개황_남자직원수,독서실개황_여자직원수,월평균수강금액,독서실개황_정원수,독서실개황_열람실수,독서실개황_열람좌석수",,N,,3,out_of_scope_initial,catalogued_not_downloaded,
"교육통계(12종, 106테이블)",18,교육통계,학교,0103,독서실시설현황_학교,,EDSS file data,EDSS open data (source custodian recorded by domain),https://www.edmgr.kr/edss/es/opd/odd/od/es_opd_oddod01_001,2009~2013,집계 또는 기관,"조사년도,학제명,시도명,기타시설수,보유장서수,독서실시설_열람좌석수,사무실수,독서실시설_열람실수",,N,,3,out_of_scope_initial,catalogued_not_downloaded,
"교육통계(12종, 106테이블)",19,교육통계,학교,0104,방송고설치운영현황_학교,,EDSS file data,EDSS open data (source custodian recorded by domain),https://www.edmgr.kr/edss/es/opd/odd/od/es_opd_oddod01_001,2009~2025,집계 또는 기관,"조사년도,설립일자,방송고설치운영_2학년학급수,방송고설치운영_3학년학급수,방송고설치운영_1학년남학생수,방송고설치운영_1학년여학생수,방송고설치운영_2학년남학생수,방송고설치운영_2학년여학생수,방송고설치운영_3학년남학생수,방송고설치운영_3학년여학생수,방송고설치운영_남자입학생수,방송고설치운영_여자입학생수,방송고설치운영_남자졸업생수,방송고설치운영_여자졸업생수,방송고설치운영_1학년학급수,방송고설치운영_정원수",,Y,,3,out_of_scope_initial,catalogued_not_downloaded,
"교육통계(12종, 106테이블)",20,교육통계,학교,0105,건물현황_학교,,EDSS file data,EDSS open data (source custodian recorded by domain),https://www.edmgr.kr/edss/es/opd/odd/od/es_opd_oddod01_001,2009~2025,집계 또는 기관,"조사년도,학제명,시도명,건물구조명,건물유형명,건물용도명,자체임대구분명,등재유무명,안전성등급명,건물구조정렬순서,건물용도정렬순서,건물유형정렬순서,자체임대구분정렬순서,등재유무정렬순서,안전성등급정렬순서,BTL사업년도(2014년이후),구조보강년도(2014년이후),내진구조보강년도(2014년이후),건물복합화여부(2014년이후),건물명,건축년도,건물번호,건물층수,건물_건물면적,건물연면적,건물지하층수_2014년이후,건물지상층수_2014년이후",,Y,,3,out_of_scope_initial,catalogued_not_downloaded,
"교육통계(12종, 106테이블)",21,교육통계,학교,0106,냉난방현황_학교,,EDSS file data,EDSS open data (source custodian recorded by domain),https://www.edmgr.kr/edss/es/opd/odd/od/es_opd_oddod01_001,2009~2025,집계 또는 기관,"조사년도,학제명,시도명,냉방방식명,중앙난방연료명,중앙난방방열기종류명,중앙난방방식명,개별난방신재생에너지명,신재생에너지명,중앙난방신재생에너지명,시설건물번호,건물명,중앙난방심야전기사용여부_2014년이후,개별난방심야전기사용여부_2014년이후,바닥난방실수,바닥난방면적,냉방실수,중앙난방면적,중앙난방실수,비난방실수,개별난방신재생에너지면적_2014년이후,개별난방전기실수_2014년이후,개별난방전기면적_2014년이후,개별난방신재생에너지실수_2014년이후,중앙난방가스면적_2014년이후,중앙난방가스실수_2014년이후,중앙난방유류면적_2014년이후,중앙난방유류실수_2014년이후,중앙난방탄류면적_2014년이후,중앙난방탄류실수_2014년이후,중앙난방기타면적_2014년이후,중앙난방전기실수_2014년이후,중앙난방신재생에너지면적_2014년이후,중앙난방신재생에너지실수_2014년이후,지역난방면적_2014년이후,지역난방실수_2014년이후,신재생에너지면적_2015년이후,신재생에너지실수_2015년이후,일반전기난방실수,심야전기난방실수,가스난방면적,탄류난방실수,유류난방실수,가스난방실수,냉난방_건물면적,냉방면적,비난방면적,일반전기난방면적,심야전기난방면적,탄류난방면적,유류난방면적",,Y,,3,out_of_scope_initial,catalogued_not_downloaded,
"교육통계(12종, 106테이블)",22,교육통계,학교,0107,에너지사용량_학교,,EDSS file data,EDSS open data (source custodian recorded by domain),https://www.edmgr.kr/edss/es/opd/odd/od/es_opd_oddod01_001,2009~2025,집계 또는 기관,"조사년도,학제명,시도명,연중최고사용량,심야전력사용량,심야전력요금,난방용가스사용량,난방용가스요금,유류사용량,유류요금,탄류사용량,탄류요금,집단에너지사용량,집단에너지요금,상수도사용량,상수도요금,지하수사용량,신재생에너지사용량_2014년이후,일반전력요금,일반전력사용량,2차변압기용량,수전전압,수전설비용량,2차변압기대수",,Y,,3,out_of_scope_initial,catalogued_not_downloaded,
"교육통계(12종, 106테이블)",23,교육통계,학교,0108,외국인학교개황_학교,,EDSS file data,EDSS open data (source custodian recorded by domain),https://www.edmgr.kr/edss/es/opd/odd/od/es_opd_oddod01_001,2010~2025,집계 또는 기관,"조사년도,학제명,설립구분명,초등학교과정여학생수,중학교과정남학생수,중학교과정여학생수,고등학교과정남학생수,고등학교과정여학생수,교원수,외국인학교개황_남자교원수,외국인학교개황_여자교원수,직원수,외국인학교개황_남자직원수,외국인학교개황_여자직원수,초등학교과정남학생수,유치원과정여학생수,유치원과정남학생수,학교수,학급수,유치원과정학급수,초등학교과정학급수,중학교과정학급수,고등학교과정학급수,외국인학교개황_학생수",학제 단위,N,,3,out_of_scope_initial,catalogued_not_downloaded,
"교육통계(12종, 106테이블)",24,교육통계,학교,0109,외국인학교국적별학생현황_학교,,EDSS file data,EDSS open data (source custodian recorded by domain),https://www.edmgr.kr/edss/es/opd/odd/od/es_opd_oddod01_001,2010~2019,집계 또는 기관,"조사년도,학제명,설립구분명,학생과정구분명,내국인수,이중국적소지자수,외국국적소지자수",학제 단위,N,,3,out_of_scope_initial,catalogued_not_downloaded,
"교육통계(12종, 106테이블)",25,교육통계,학교,0110,외국인학교직위별교원현황_학교,,EDSS file data,EDSS open data (source custodian recorded by domain),https://www.edmgr.kr/edss/es/opd/odd/od/es_opd_oddod01_001,2010~2025,집계 또는 기관,"조사년도,학제명,설립구분명,교원직위명,외국인학교직위별교원_여자교원수,외국인학교직위별교원_남자교원수",학제 단위,N,,3,out_of_scope_initial,catalogued_not_downloaded,
"교육통계(12종, 106테이블)",26,교육통계,학교,0111,산업체부설중고현황_학교,,EDSS file data,EDSS open data (source custodian recorded by domain),https://www.edmgr.kr/edss/es/opd/odd/od/es_opd_oddod01_001,2009~2014,집계 또는 기관,"조사년도,학제명,시도명,산업체부설중고_2학년남학생수,산업체부설중고_1학년남학생수,산업체부설중고_1학년여학생수,산업체부설중고_2학년여학생수,산업체부설중고_3학년남학생수,산업체부설중고_3학년여학생수,산업체부설중고_남자교원수,산업체부설중고_여자교원수,남자사무직원수,여자사무직원수,산업체부설중고_남자입학생수,산업체부설중고_남자졸업생수,산업체부설중고_여자입학생수,산업체부설중고_여자졸업생수,정규교실수,가교실및대용교실수,산업체부설중고_3학년학급수,산업체부설중고_2학년학급수,산업체부설중고_1학년학급수,설립일자",,N,,3,out_of_scope_initial,catalogued_not_downloaded,
"교육통계(12종, 106테이블)",27,교육통계,학교,0112,재량활동선택교과목개설현황_중_학교,,EDSS file data,EDSS open data (source custodian recorded by domain),https://www.edmgr.kr/edss/es/opd/odd/od/es_opd_oddod01_001,2009~2012,집계 또는 기관,"조사년도,학제명,시도명,학년구분명,선택교과여학생수,선택교과남학생수,선택교과학급수",,Y,,3,out_of_scope_initial,catalogued_not_downloaded,
"교육통계(12종, 106테이블)",28,교육통계,학교,0113,검정고시현황_학교,,EDSS file data,EDSS open data (source custodian recorded by domain),https://www.edmgr.kr/edss/es/opd/odd/od/es_opd_oddod01_001,2009~2025,집계 또는 기관,"조사년도,학제명,시도명,성별명,검정고시구분명,합격자수,지원자수",,Y,,3,out_of_scope_initial,catalogued_not_downloaded,
"교육통계(12종, 106테이블)",29,교육통계,학교,0114,실용도별현황_학교,,EDSS file data,EDSS open data (source custodian recorded by domain),https://www.edmgr.kr/edss/es/opd/odd/od/es_opd_oddod01_001,2009~2025,집계 또는 기관,"조사년도,학제명,시도명,시설용도구분명,건물구조명,건물명,시설건물번호,시설수,실용도별_건물면적",,Y,,3,out_of_scope_initial,catalogued_not_downloaded,
"교육통계(12종, 106테이블)",30,교육통계,학교,0115,학교용지현황_학교,,EDSS file data,EDSS open data (source custodian recorded by domain),https://www.edmgr.kr/edss/es/opd/odd/od/es_opd_oddod01_001,2009~2025,대학·학교,"조사년도,학제명,시도명,소유구분명,위치구분명,공동사용학교명(2018년이후),공동사용여부(2018년이후),학교용지대지면적,학교용지체육장면적,학교용지농장면적,학교용지연습림면적,학교용지실습지기타면적,학교용지건폐율,학교용지용적률",,Y,,3,out_of_scope_initial,catalogued_not_downloaded,
"교육통계(12종, 106테이블)",31,교육통계,학교,0116,학교운영위원회구성현황_학교,,EDSS file data,EDSS open data (source custodian recorded by domain),https://www.edmgr.kr/edss/es/opd/odd/od/es_opd_oddod01_001,2009~2014,집계 또는 기관,"조사년도,학제명,시도명,위원구분명,학부모위원선출방식명,부위원장직업공무원수,위원장직업주부수,위원장직업자영업수,위원장직업회사원수,위원장직업교원수,위원장직업공무원수,위원직업기타수,위원직업농어업수,위원직업주부수,위원직업자영업수,위원직업회사원수,위원직업교원수,위원장직업농어업수,위원장직업기타수,부위원장직업교원수,부위원장직업회사원수,부위원장직업자영업수,부위원장직업주부수,부위원장직업농어업수,부위원장직업기타수,위원직업전문직수,위원장직업전문직수,부위원장직업전문직수,위원직업공무원수,60대여자위원수,60대남자위원수,50대여자위원수,50대남자위원수,40대여자위원수,40대남자위원수,30대여자위원수,30대남자위원수,20대여자위원수,20대남자위원수",,Y,,3,out_of_scope_initial,catalogued_not_downloaded,
