source,major_area,domn_code,dataset,advertised_years,original_field,korean_meaning,data_type,unit,missing_value_definition,definition_status
교육통계,공통,16170,학교속성,2009~2025,조사년도,조사년도,원본 파일 확인 필요,원본 파일·설명서 확인 필요,원본 파일·설명서 확인 필요,공식 목록의 항목명만 확인; 의미·형식·단위 미확정
교육통계,공통,16171,유초중등학교개황,2009~2025,유초중등학교개황_학교용지체육장면적,유초중등학교개황_학교용지체육장면적,원본 파일 확인 필요,원본 파일·설명서 확인 필요,원본 파일·설명서 확인 필요,공식 목록의 항목명만 확인; 의미·형식·단위 미확정
교육통계,공통,16171,유초중등학교개황,2009~2025,유초중등학교개황_학교용지대지면적,유초중등학교개황_학교용지대지면적,원본 파일 확인 필요,원본 파일·설명서 확인 필요,원본 파일·설명서 확인 필요,공식 목록의 항목명만 확인; 의미·형식·단위 미확정
교육통계,공통,16171,유초중등학교개황,2009~2025,가교실및대용교실수,가교실및대용교실수,원본 파일 확인 필요,원본 파일·설명서 확인 필요,원본 파일·설명서 확인 필요,공식 목록의 항목명만 확인; 의미·형식·단위 미확정
교육통계,공통,16171,유초중등학교개황,2009~2025,유초중등학교개황_정규교실수,유초중등학교개황_정규교실수,원본 파일 확인 필요,원본 파일·설명서 확인 필요,원본 파일·설명서 확인 필요,공식 목록의 항목명만 확인; 의미·형식·단위 미확정
교육통계,공통,16171,유초중등학교개황,2009~2025,유초중등학교개황_여자사무직원수,유초중등학교개황_여자사무직원수,원본 파일 확인 필요,원본 파일·설명서 확인 필요,원본 파일·설명서 확인 필요,공식 목록의 항목명만 확인; 의미·형식·단위 미확정
교육통계,공통,16171,유초중등학교개황,2009~2025,유초중등학교개황_사무직원수,유초중등학교개황_사무직원수,원본 파일 확인 필요,원본 파일·설명서 확인 필요,원본 파일·설명서 확인 필요,공식 목록의 항목명만 확인; 의미·형식·단위 미확정
교육통계,공통,16171,유초중등학교개황,2009~2025,유초중등학교개황_여자교원수,유초중등학교개황_여자교원수,원본 파일 확인 필요,원본 파일·설명서 확인 필요,원본 파일·설명서 확인 필요,공식 목록의 항목명만 확인; 의미·형식·단위 미확정
교육통계,공통,16171,유초중등학교개황,2009~2025,유초중등학교개황_교원수,유초중등학교개황_교원수,원본 파일 확인 필요,원본 파일·설명서 확인 필요,원본 파일·설명서 확인 필요,공식 목록의 항목명만 확인; 의미·형식·단위 미확정
교육통계,공통,16171,유초중등학교개황,2009~2025,유초중등학교개황_여자졸업생수,유초중등학교개황_여자졸업생수,원본 파일 확인 필요,원본 파일·설명서 확인 필요,원본 파일·설명서 확인 필요,공식 목록의 항목명만 확인; 의미·형식·단위 미확정
교육통계,공통,16171,유초중등학교개황,2009~2025,유초중등학교개황_졸업생수,유초중등학교개황_졸업생수,원본 파일 확인 필요,원본 파일·설명서 확인 필요,원본 파일·설명서 확인 필요,공식 목록의 항목명만 확인; 의미·형식·단위 미확정
교육통계,공통,16171,유초중등학교개황,2009~2025,유초중등학교개황_여자입학생수,유초중등학교개황_여자입학생수,원본 파일 확인 필요,원본 파일·설명서 확인 필요,원본 파일·설명서 확인 필요,공식 목록의 항목명만 확인; 의미·형식·단위 미확정
교육통계,공통,16171,유초중등학교개황,2009~2025,유초중등학교개황_입학생수,유초중등학교개황_입학생수,원본 파일 확인 필요,원본 파일·설명서 확인 필요,원본 파일·설명서 확인 필요,공식 목록의 항목명만 확인; 의미·형식·단위 미확정
교육통계,공통,16171,유초중등학교개황,2009~2025,유초중등학교개황_여자재취원자수,유초중등학교개황_여자재취원자수,원본 파일 확인 필요,원본 파일·설명서 확인 필요,원본 파일·설명서 확인 필요,공식 목록의 항목명만 확인; 의미·형식·단위 미확정
교육통계,공통,16171,유초중등학교개황,2009~2025,유초중등학교개황_재취원자수,유초중등학교개황_재취원자수,원본 파일 확인 필요,원본 파일·설명서 확인 필요,원본 파일·설명서 확인 필요,공식 목록의 항목명만 확인; 의미·형식·단위 미확정
교육통계,공통,16171,유초중등학교개황,2009~2025,유초중등학교개황_2학년주간여학생수,유초중등학교개황_2학년주간여학생수,원본 파일 확인 필요,원본 파일·설명서 확인 필요,원본 파일·설명서 확인 필요,공식 목록의 항목명만 확인; 의미·형식·단위 미확정
교육통계,공통,16171,유초중등학교개황,2009~2025,유초중등학교개황_2학년주간학생수,유초중등학교개황_2학년주간학생수,원본 파일 확인 필요,원본 파일·설명서 확인 필요,원본 파일·설명서 확인 필요,공식 목록의 항목명만 확인; 의미·형식·단위 미확정
교육통계,공통,16171,유초중등학교개황,2009~2025,유초중등학교개황_1학년주간학급수,유초중등학교개황_1학년주간학급수,원본 파일 확인 필요,원본 파일·설명서 확인 필요,원본 파일·설명서 확인 필요,공식 목록의 항목명만 확인; 의미·형식·단위 미확정
교육통계,공통,16171,유초중등학교개황,2009~2025,유초중등학교개황_복식학급수,유초중등학교개황_복식학급수,원본 파일 확인 필요,원본 파일·설명서 확인 필요,원본 파일·설명서 확인 필요,공식 목록의 항목명만 확인; 의미·형식·단위 미확정
교육통계,공통,16171,유초중등학교개황,2009~2025,유초중등학교개황_단식학급수,유초중등학교개황_단식학급수,원본 파일 확인 필요,원본 파일·설명서 확인 필요,원본 파일·설명서 확인 필요,공식 목록의 항목명만 확인; 의미·형식·단위 미확정
교육통계,공통,16171,유초중등학교개황,2009~2025,유초중등학교개황_학급수,유초중등학교개황_학급수,원본 파일 확인 필요,원본 파일·설명서 확인 필요,원본 파일·설명서 확인 필요,공식 목록의 항목명만 확인; 의미·형식·단위 미확정
교육통계,공통,16171,유초중등학교개황,2009~2025,주야간학교수,주야간학교수,원본 파일 확인 필요,원본 파일·설명서 확인 필요,원본 파일·설명서 확인 필요,공식 목록의 항목명만 확인; 의미·형식·단위 미확정
교육통계,공통,16171,유초중등학교개황,2009~2025,야간학교수,야간학교수,원본 파일 확인 필요,원본 파일·설명서 확인 필요,원본 파일·설명서 확인 필요,공식 목록의 항목명만 확인; 의미·형식·단위 미확정
교육통계,공통,16171,유초중등학교개황,2009~2025,주간학교수,주간학교수,원본 파일 확인 필요,원본 파일·설명서 확인 필요,원본 파일·설명서 확인 필요,공식 목록의 항목명만 확인; 의미·형식·단위 미확정
교육통계,공통,16171,유초중등학교개황,2009~2025,남녀공학분교학교수,남녀공학분교학교수,원본 파일 확인 필요,원본 파일·설명서 확인 필요,원본 파일·설명서 확인 필요,공식 목록의 항목명만 확인; 의미·형식·단위 미확정
교육통계,공통,16171,유초중등학교개황,2009~2025,남녀공학학교수,남녀공학학교수,원본 파일 확인 필요,원본 파일·설명서 확인 필요,원본 파일·설명서 확인 필요,공식 목록의 항목명만 확인; 의미·형식·단위 미확정
교육통계,공통,16171,유초중등학교개황,2009~2025,여자분교학교수,여자분교학교수,원본 파일 확인 필요,원본 파일·설명서 확인 필요,원본 파일·설명서 확인 필요,공식 목록의 항목명만 확인; 의미·형식·단위 미확정
교육통계,공통,16171,유초중등학교개황,2009~2025,여자학교수,여자학교수,원본 파일 확인 필요,원본 파일·설명서 확인 필요,원본 파일·설명서 확인 필요,공식 목록의 항목명만 확인; 의미·형식·단위 미확정
교육통계,공통,16171,유초중등학교개황,2009~2025,남자분교학교수,남자분교학교수,원본 파일 확인 필요,원본 파일·설명서 확인 필요,원본 파일·설명서 확인 필요,공식 목록의 항목명만 확인; 의미·형식·단위 미확정
교육통계,공통,16171,유초중등학교개황,2009~2025,남자학교수,남자학교수,원본 파일 확인 필요,원본 파일·설명서 확인 필요,원본 파일·설명서 확인 필요,공식 목록의 항목명만 확인; 의미·형식·단위 미확정
교육통계,공통,16171,유초중등학교개황,2009~2025,분교학교수,분교학교수,원본 파일 확인 필요,원본 파일·설명서 확인 필요,원본 파일·설명서 확인 필요,공식 목록의 항목명만 확인; 의미·형식·단위 미확정
교육통계,공통,16171,유초중등학교개황,2009~2025,학교수,학교수,원본 파일 확인 필요,원본 파일·설명서 확인 필요,원본 파일·설명서 확인 필요,공식 목록의 항목명만 확인; 의미·형식·단위 미확정
교육통계,공통,16171,유초중등학교개황,2009~2025,유초중등학교개황_2학년주간학급수,유초중등학교개황_2학년주간학급수,원본 파일 확인 필요,원본 파일·설명서 확인 필요,원본 파일·설명서 확인 필요,공식 목록의 항목명만 확인; 의미·형식·단위 미확정
교육통계,공통,16171,유초중등학교개황,2009~2025,유초중등학교개황_3학년주간학급수,유초중등학교개황_3학년주간학급수,원본 파일 확인 필요,원본 파일·설명서 확인 필요,원본 파일·설명서 확인 필요,공식 목록의 항목명만 확인; 의미·형식·단위 미확정
교육통계,공통,16171,유초중등학교개황,2009~2025,유초중등학교개황_1학년주간여학생수,유초중등학교개황_1학년주간여학생수,원본 파일 확인 필요,원본 파일·설명서 확인 필요,원본 파일·설명서 확인 필요,공식 목록의 항목명만 확인; 의미·형식·단위 미확정
교육통계,공통,16171,유초중등학교개황,2009~2025,유초중등학교개황_1학년주간학생수,유초중등학교개황_1학년주간학생수,원본 파일 확인 필요,원본 파일·설명서 확인 필요,원본 파일·설명서 확인 필요,공식 목록의 항목명만 확인; 의미·형식·단위 미확정
교육통계,공통,16171,유초중등학교개황,2009~2025,유초중등학교개황_여학생수,유초중등학교개황_여학생수,원본 파일 확인 필요,원본 파일·설명서 확인 필요,원본 파일·설명서 확인 필요,공식 목록의 항목명만 확인; 의미·형식·단위 미확정
교육통계,공통,16171,유초중등학교개황,2009~2025,유초중등학교개황_학생수,유초중등학교개황_학생수,원본 파일 확인 필요,원본 파일·설명서 확인 필요,원본 파일·설명서 확인 필요,공식 목록의 항목명만 확인; 의미·형식·단위 미확정
교육통계,공통,16171,유초중등학교개황,2009~2025,유초중등학교개황_여자원아수,유초중등학교개황_여자원아수,원본 파일 확인 필요,원본 파일·설명서 확인 필요,원본 파일·설명서 확인 필요,공식 목록의 항목명만 확인; 의미·형식·단위 미확정
교육통계,공통,16171,유초중등학교개황,2009~2025,유초중등학교개황_원아수,유초중등학교개황_원아수,원본 파일 확인 필요,원본 파일·설명서 확인 필요,원본 파일·설명서 확인 필요,공식 목록의 항목명만 확인; 의미·형식·단위 미확정
교육통계,공통,16171,유초중등학교개황,2009~2025,유초중등학교개황_전공과정학급수,유초중등학교개황_전공과정학급수,원본 파일 확인 필요,원본 파일·설명서 확인 필요,원본 파일·설명서 확인 필요,공식 목록의 항목명만 확인; 의미·형식·단위 미확정
교육통계,공통,16171,유초중등학교개황,2009~2025,유초중등학교개황_고등학교과정학급수,유초중등학교개황_고등학교과정학급수,원본 파일 확인 필요,원본 파일·설명서 확인 필요,원본 파일·설명서 확인 필요,공식 목록의 항목명만 확인; 의미·형식·단위 미확정
교육통계,공통,16171,유초중등학교개황,2009~2025,유초중등학교개황_중학교과정학급수,유초중등학교개황_중학교과정학급수,원본 파일 확인 필요,원본 파일·설명서 확인 필요,원본 파일·설명서 확인 필요,공식 목록의 항목명만 확인; 의미·형식·단위 미확정
교육통계,공통,16171,유초중등학교개황,2009~2025,유초중등학교개황_초등학교과정학급수,유초중등학교개황_초등학교과정학급수,원본 파일 확인 필요,원본 파일·설명서 확인 필요,원본 파일·설명서 확인 필요,공식 목록의 항목명만 확인; 의미·형식·단위 미확정
교육통계,공통,16171,유초중등학교개황,2009~2025,유초중등학교개황_1학년야간학급수,유초중등학교개황_1학년야간학급수,원본 파일 확인 필요,원본 파일·설명서 확인 필요,원본 파일·설명서 확인 필요,공식 목록의 항목명만 확인; 의미·형식·단위 미확정
교육통계,공통,16171,유초중등학교개황,2009~2025,유초중등학교개황_2학년야간학급수,유초중등학교개황_2학년야간학급수,원본 파일 확인 필요,원본 파일·설명서 확인 필요,원본 파일·설명서 확인 필요,공식 목록의 항목명만 확인; 의미·형식·단위 미확정
교육통계,공통,16171,유초중등학교개황,2009~2025,유초중등학교개황_3학년야간학급수,유초중등학교개황_3학년야간학급수,원본 파일 확인 필요,원본 파일·설명서 확인 필요,원본 파일·설명서 확인 필요,공식 목록의 항목명만 확인; 의미·형식·단위 미확정
교육통계,공통,16171,유초중등학교개황,2009~2025,유초중등학교개황_특수주간학급수,유초중등학교개황_특수주간학급수,원본 파일 확인 필요,원본 파일·설명서 확인 필요,원본 파일·설명서 확인 필요,공식 목록의 항목명만 확인; 의미·형식·단위 미확정
교육통계,공통,16171,유초중등학교개황,2009~2025,유초중등학교개황_특수야간학급수,유초중등학교개황_특수야간학급수,원본 파일 확인 필요,원본 파일·설명서 확인 필요,원본 파일·설명서 확인 필요,공식 목록의 항목명만 확인; 의미·형식·단위 미확정
교육통계,공통,16171,유초중등학교개황,2009~2025,유초중등학교개황_순회주간학급수,유초중등학교개황_순회주간학급수,원본 파일 확인 필요,원본 파일·설명서 확인 필요,원본 파일·설명서 확인 필요,공식 목록의 항목명만 확인; 의미·형식·단위 미확정
교육통계,공통,16171,유초중등학교개황,2009~2025,유초중등학교개황_순회야간학급수,유초중등학교개황_순회야간학급수,원본 파일 확인 필요,원본 파일·설명서 확인 필요,원본 파일·설명서 확인 필요,공식 목록의 항목명만 확인; 의미·형식·단위 미확정
교육통계,공통,16171,유초중등학교개황,2009~2025,유초중등학교개황_유치원과정학급수,유초중등학교개황_유치원과정학급수,원본 파일 확인 필요,원본 파일·설명서 확인 필요,원본 파일·설명서 확인 필요,공식 목록의 항목명만 확인; 의미·형식·단위 미확정
교육통계,공통,16172,유초중등학급현황,2009~2025,조사년도,조사년도,원본 파일 확인 필요,원본 파일·설명서 확인 필요,원본 파일·설명서 확인 필요,공식 목록의 항목명만 확인; 의미·형식·단위 미확정
교육통계,공통,16172,유초중등학급현황,2009~2025,학제명,학제명,원본 파일 확인 필요,원본 파일·설명서 확인 필요,원본 파일·설명서 확인 필요,공식 목록의 항목명만 확인; 의미·형식·단위 미확정
교육통계,공통,16172,유초중등학급현황,2009~2025,시도명,시도명,원본 파일 확인 필요,원본 파일·설명서 확인 필요,원본 파일·설명서 확인 필요,공식 목록의 항목명만 확인; 의미·형식·단위 미확정
교육통계,공통,16172,유초중등학급현황,2009~2025,학제유형명,학제유형명,원본 파일 확인 필요,원본 파일·설명서 확인 필요,원본 파일·설명서 확인 필요,공식 목록의 항목명만 확인; 의미·형식·단위 미확정
교육통계,공통,16172,유초중등학급현황,2009~2025,초등학교과정6학년단식학급수,초등학교과정6학년단식학급수,원본 파일 확인 필요,원본 파일·설명서 확인 필요,원본 파일·설명서 확인 필요,공식 목록의 항목명만 확인; 의미·형식·단위 미확정
교육통계,공통,16172,유초중등학급현황,2009~2025,초등학교과정5학년단식학급수,초등학교과정5학년단식학급수,원본 파일 확인 필요,원본 파일·설명서 확인 필요,원본 파일·설명서 확인 필요,공식 목록의 항목명만 확인; 의미·형식·단위 미확정
