source_group,dataset_id,dataset_name,provider,delivery_type,official_url,reference_years,unit,major_fields,priority,format_or_endpoint,modified,license,download_status,notes
EDSS,17215,연구비수혜실적,교육부·한국교육학술정보원 EDSS,파일데이터,https://www.edmgr.kr/edss/es/opd/odd/od/es_opd_oddod01_001,2009~2025,원본 필드 및 행 수준 확인 필요,"조사년도,학교구분명,적용년도,교외대응자금_2017년이후_남자,여자전임교원수,여자교내과제수,여자교내연구비,여자교외중앙정부과제수,여자교외중앙정부연구비,여자교외지방자치단체과제수,여자교외지방자치단체연구비,여자교외민간과제수,여자교외민간연구비,여자교외외국과제수,여자교외외국연구비,여자교내대응자금,여자교외대응자금,교내대응자금_2017년이후_남자,교외외국연구비_2017년이후_남자,교외외국과제수_2017년이후_남자,전임교원수_2017년이후_남자,교내과제수_2017년이후_남자,교내연구비_2017년이후_남자,교외중앙정부과제수_2017년이후_남자,교외중앙정부연구비_2017년이후_남자,교외지방자치단체과제수_2017년이후_남자,교외지방자치단체연구비_2017년이후_남자,교외민간과제수_2017년이후_남자,교외민간연구비_2017년이후_남자",1,공식 연도별/전체 파일,,EDSS 다운로드 정책 확인 필요,연도별 파일 목록 확인; 다운로드 엔드포인트 실측 대상,catalog_code=1014; domnCd=17215
EDSS,17217,장학금수혜현황,교육부·한국교육학술정보원 EDSS,파일데이터,https://www.edmgr.kr/edss/es/opd/odd/od/es_opd_oddod01_001,2009~2025,원본 필드 및 행 수준 확인 필요,"조사년도,학교구분명,주야간계절구분명,학과명,학과상태명,학과특성명,학위과정구분명,단과대학명,학기구분명,적용년도,재난장학금액,장학금수혜_재학생수,장학금수혜_국가장학금인원수,장학금수혜_국가장학금액,장학금수혜_지방자치단체장학금인원수,장학금수혜_지방자치단체장학금액,장학금수혜_시설및기타장학금인원수,장학금수혜_시설및기타장학금액,장학금수혜_내부장학금인원수,장학금수혜_내부장학금액,근로장학금인원수,근로장학금액,장학금수혜_우수장학금인원수,장학금수혜_우수장학금액,장학금수혜_저소득장학금인원수,장학금수혜_저소득장학금액,장학금수혜_봉사장학금인원수,장학금수혜_봉사장학금액,장학금수혜_기타장학금인원수,장학금수혜_기타장학금액,장학금수혜_교직원장학금인원수,장학금수혜_교직원장학금액,교내외국인유학생장학금액,장학금수혜_정부학교학비감면금액,장학금수혜_정부학교학비감면인원수",1,공식 연도별/전체 파일,,EDSS 다운로드 정책 확인 필요,연도별 파일 목록 확인; 다운로드 엔드포인트 실측 대상,catalog_code=1016; domnCd=17217
EDSS,17227,현장실습운영현황,교육부·한국교육학술정보원 EDSS,파일데이터,https://www.edmgr.kr/edss/es/opd/odd/od/es_opd_oddod01_001,2011~2025,원본 필드 및 행 수준 확인 필요,"조사년도,학교구분명,주야간계절구분명,학기구분명,학과한글명,단과대학명,실습기간구분명,12주이상최소학점수,12주이상최대학점수,4주이상최소학점수,4주이상최대학점수,8주이상최소학점수,8주이상최대학점수,적용년도,현장실습운영_이수학생수,4주기준12주이상실습지원비60만원이상수령학생수_2018년이후,4주기준12주이상실습지원비30만원이상수령학생수_2018년이후,4주기준12주이상실습지원비102만원이상수령학생수_2018년이후,4주기준4주이상실습지원비60만원이상수령학생수_2018년이후,4주기준4주이상실습지원비30만원이상수령학생수_2018년이후,4주기준4주이상실습지원비102만원이상수령학생수_2018년이후,4주기준8주이상실습지원비60만원이상수령학생수_2018년이후,4주기준8주이상실습지원비30만원이상수령학생수_2018년이후,4주기준8주이상실습지원비102만원이상수령학생수_2018년이후,현장실습운영_학점수,현장실습운영_최소학점수,현장실습운영_최대학점수,참여기업수,실습기간주수,현장실습운영_대상학생수,12주이상산재보험가입학생수,12주이상상해및산재보험가입학생수,12주이상상해보험가입학생수,12주이상실습지원비수령학생수,12주이상실습지원비미수령학생수_2018년이후,12주이상현장실습이수학생수,12주이상현장실습참여기업수,4주이상산재보험가입학생수,4주이상상해및산재보험가입학생수,4주이상상해보험가입학생수,4주이상실습지원비수령학생수,4주이상실습지원비미수령학생수_2018년이후,4주이상현장실습이수학생수,4주이상현장실습참여기업수,8주이상산재보험가입학생수,8주이상상해및산재보험가입학생수,8주이상상해보험가입학생수,8주이상실습지원비수령학생수,8주이상실습지원비미수령학생수_2018년이후,8주이상현장실습이수학생수,8주이상현장실습참여기업수",2,공식 연도별/전체 파일,,EDSS 다운로드 정책 확인 필요,연도별 파일 목록 확인; 다운로드 엔드포인트 실측 대상,catalog_code=1026; domnCd=17227
EDSS,17278,기숙사수용현황,교육부·한국교육학술정보원 EDSS,파일데이터,https://www.edmgr.kr/edss/es/opd/odd/od/es_opd_oddod01_001,"2009~2020, 2022~2025",원본 필드 및 행 수준 확인 필요,"조사년도,학교구분명,건물명(2018년이후),기숙사운영구분명(2018년이후),적용년도,4인실수_2018년이후,3인실수_2018년이후,2인실수_2018년이후,1인실수_2018년이후,기숙사신청인원수,4인실이상기숙사비,3인실이상기숙사비,2인실기숙사비,학생1인당기숙사비,기숙사수용률,재학생수,수용인원수,기숙사실수",2,공식 연도별/전체 파일,,EDSS 다운로드 정책 확인 필요,연도별 파일 목록 확인; 다운로드 엔드포인트 실측 대상,catalog_code=1207; domnCd=17278
EDSS,13299,학생인적취업정보,교육부·한국교육학술정보원 EDSS,파일데이터,https://www.edmgr.kr/edss/es/opd/odd/od/es_opd_oddod01_001,2010~2022,원본 필드 및 행 수준 확인 필요,"조사년도,기취업여부,건강보험가입여부,회사부서명,회사명,추천자명,토익점수,동일대학여부,예비역여부,종교지도자여부,건강보험9월가입여부,매핑학과명,건강보험연계기취업여부,종료일자,시작일자,1인사업장명,해외비자여부,해외비자유형명,근무시간,제외대상자여부,농어민여부,입대여부,고용보험가입여부,해외회사명,해외진학학교KEDI명,전공일치여부,장애유무,국가보훈대상자여부,산업체위탁자여부,졸업년월,입학년월,논문명,세부전공명,복수전공명,부전공명,학과명,학부명,단과대학명,개인식별번호,고등학교졸업년월,검정고시여부,직업명,직업내용,취업년월,주부여부,증빙서류여부,사업대상여부,총평점,평점,기초생활보장대상자여부,휴학년월,복학년월,편입년월,재입학년월,조기졸업년월,졸업여부,군필여부,해외연수여부,교직과정이수여부,국가기술자격증여부,외국인유학생여부,유급여부,장학생여부,학과대계열명,졸업학생수,여자외국인유학생수,1인사업자수,건강보험가입자수,국내진학자수,국외대학원진학자수,국외대학진학자수,국외전문진학자수,국외진학자수,기타,기타_총계,남자국내대학진학자수,취업자수,남자1인사업자수,남자건강보험가입자수,남자건강보험취업자수,남자교내취업자수,남자국내대학원진학자수,해외취업자수,남자국내전문진학자수,남자국내진학자수,남자국외대학원진학자수,남자국외대학진학자수,남자국외전문진학자수,남자국외진학자수,남자기타,남자기타_총계,남자미상,남자외국인유학생수,남자입대자수,남자제외인정자수,남자졸업학생수,남자진학자수,남자취업불가능자수,남자취업불가능자수_6개월,남자취업불가능자수_사망자,남자취업불가능자수_수형자,남자취업불가능자수_해외이민자,남자취업자수,남자해외취업자수,미상,여자1인사업자수,여자건강보험가입자수,여자건강보험취업자수,여자교내취업자수,여자국내대학원진학자수,여자국내대학진학자수,여자국내전문진학자수,여자국내진학자수,여자국외대학원진학자수,여자국외대학진학자수,여자국외전문진학자수,여자국외진학자수,여자미상,건강보험취업자수,여자입대자수,여자제외인정자수,여자졸업학생수,여자진학자수,여자취업불가능자수,여자취업불가능자수_6개월,여자취업불가능자수_사망자,여자취업불가능자수_수형자,여자기타,여자기타_총계,여자취업불가능자수_해외이민자,여자취업자수,여자해외취업자수,외국인유학생수,입대자수,제외인정자수,진학자수,취업불가능자수,취업불가능자수_6개월,취업불가능자수_사망자,취업불가능자수_수형자,취업불가능자수_해외이민자,교내취업자수,국내대학원진학자수,국내대학진학자수,국내전문진학자수",1,공식 연도별/전체 파일,,EDSS 다운로드 정책 확인 필요,연도별 파일 목록 확인; 다운로드 엔드포인트 실측 대상,catalog_code=0001; domnCd=13299
EDSS,13300,학생인적취업정보,교육부·한국교육학술정보원 EDSS,파일데이터,https://www.edmgr.kr/edss/es/opd/odd/od/es_opd_oddod01_001,2023~2024,원본 필드 및 행 수준 확인 필요,"조사년도,기취업여부,건강보험가입여부,회사부서명,회사명,추천자명,토익점수,동일대학여부,예비역여부,종교지도자여부,건강보험9월가입여부,매핑학과명,건강보험연계기취업여부,종료일자,시작일자,1인사업장명,해외비자여부,해외비자유형명,근무시간,제외대상자여부,농어민여부,입대여부,고용보험가입여부,해외회사명,해외진학학교KEDI명,전공일치여부,장애유무,국가보훈대상자여부,산업체위탁자여부,졸업년월,입학년월,논문명,세부전공명,복수전공명,부전공명,학과명,학부명,단과대학명,개인식별번호,고등학교졸업년월,검정고시여부,직업명,직업내용,취업년월,주부여부,증빙서류여부,사업대상여부,총평점,평점,기초생활보장대상자여부,휴학년월,복학년월,편입년월,재입학년월,조기졸업년월,졸업여부,군필여부,해외연수여부,교직과정이수여부,국가기술자격증여부,외국인유학생여부,유급여부,장학생여부,학과대계열명,졸업학생수,여자외국인유학생수,1인사업자수,건강보험가입자수,국내진학자수,국외대학원진학자수,국외대학진학자수,국외전문진학자수,국외진학자수,기타,기타_총계,남자국내대학진학자수,취업자수,남자1인사업자수,남자건강보험가입자수,남자건강보험취업자수,남자교내취업자수,남자국내대학원진학자수,해외취업자수,남자국내전문진학자수,남자국내진학자수,남자국외대학원진학자수,남자국외대학진학자수,남자국외전문진학자수,남자국외진학자수,남자기타,남자기타_총계,남자미상,남자외국인유학생수,남자입대자수,남자제외인정자수,남자졸업학생수,남자진학자수,남자취업불가능자수,남자취업불가능자수_6개월,남자취업불가능자수_사망자,남자취업불가능자수_수형자,남자취업불가능자수_해외이민자,남자취업자수,남자해외취업자수,미상,여자1인사업자수,여자건강보험가입자수,여자건강보험취업자수,여자교내취업자수,여자국내대학원진학자수,여자국내대학진학자수,여자국내전문진학자수,여자국내진학자수,여자국외대학원진학자수,여자국외대학진학자수,여자국외전문진학자수,여자국외진학자수,여자미상,건강보험취업자수,여자입대자수,여자제외인정자수,여자졸업학생수,여자진학자수,여자취업불가능자수,여자취업불가능자수_6개월,여자취업불가능자수_사망자,여자취업불가능자수_수형자,여자기타,여자기타_총계,여자취업불가능자수_해외이민자,여자취업자수,여자해외취업자수,외국인유학생수,입대자수,제외인정자수,진학자수,취업불가능자수,취업불가능자수_6개월,취업불가능자수_사망자,취업불가능자수_수형자,취업불가능자수_해외이민자,교내취업자수,국내대학원진학자수,국내대학진학자수,국내전문진학자수",1,공식 연도별/전체 파일,,EDSS 다운로드 정책 확인 필요,연도별 파일 목록 확인; 다운로드 엔드포인트 실측 대상,catalog_code=0001; domnCd=13300
공공데이터포털 검색결과 파일데이터,15014632,한국대학교육협의회_대학알리미 대학별 학과정보,한국대학교육협의회,파일데이터,https://www.data.go.kr/data/15014632/fileData.do,2023,대학·학과,"조사년도, 대학구분, 학교구분, 지역, 설립구분, 학교명, 본분교명, 단과대학명, 학부·과(전공)명, 학과상태, 표준분류, 수업연한, 학위과정",1,CSV,2023-06-14,이용허락범위 제한 없음,직접 다운로드 가능,검색어 결과에는 유사 기관·교육부·한국장학재단 자료가 포함됨
공공데이터포털 검색결과 파일데이터,15081503,한국대학교육협의회_대학알리미 데이터 다운로드,한국대학교육협의회,파일데이터,https://www.data.go.kr/data/15081503/fileData.do,공시항목별 상이,대학·학과·연도,대학정보공시 항목별 원문 다운로드,1,XLSX,2021-11-23,이용허락범위 제한 없음,외부 제공처 입력 양식 필요; 현재 2024~2026 항목 확인,검색어 결과에는 유사 기관·교육부·한국장학재단 자료가 포함됨
공공데이터포털 검색결과 파일데이터,3059853,한국대학교육협의회_대학입학 DB,한국대학교육협의회,파일데이터,https://www.data.go.kr/data/3059853/fileData.do,공식 상세 설명 확인 필요,대학·입학,대학입학 정보 설명자료,3,HWP,2015-08-31,이용허락범위 제한 없음,직접 다운로드 가능,검색어 결과에는 유사 기관·교육부·한국장학재단 자료가 포함됨
공공데이터포털 검색결과 파일데이터,15068978,한국전문대학교육협의회_대학 정보,한국전문대학교육협의회,파일데이터,https://www.data.go.kr/data/15068978/fileData.do,2020,전문대학,"대학명, 지역, 전화, 팩스, 대표 이메일",2,CSV,2020-10-29,이용허락범위 제한 없음,직접 다운로드 가능,검색어 결과에는 유사 기관·교육부·한국장학재단 자료가 포함됨
공공데이터포털 검색결과 파일데이터,15068974,한국전문대학교육협의회_신입생 입시통계현황,한국전문대학교육협의회,파일데이터,https://www.data.go.kr/data/15068974/fileData.do,2024학년도,전문대학·모집단위,"대학교명, 계열명, 중분류명, 모집단위명, 학제, 주야구분, 전형명, 모집·지원·등록인원",2,CSV,2024-11-29,이용허락범위 제한 없음,직접 다운로드 가능,검색어 결과에는 유사 기관·교육부·한국장학재단 자료가 포함됨
공공데이터포털 검색결과 파일데이터,3077936,한국전문대학교육협의회_전문대학 입시관련 정보,한국전문대학교육협의회,파일데이터,https://www.data.go.kr/data/3077936/fileData.do,2017,전문대학·입시,전국 전문대학 입시 관련 정보,3,XLSX,2017-06-19,이용허락범위 제한 없음,직접 다운로드 가능,검색어 결과에는 유사 기관·교육부·한국장학재단 자료가 포함됨
공공데이터포털 검색결과 파일데이터,15068976,한국전문대학교육협의회_학과 정보현황,한국전문대학교육협의회,파일데이터,https://www.data.go.kr/data/15068976/fileData.do,2021학년도,전문대학·학과,"대학명, 학과명, 입학정원, 전형료",2,CSV,2020-10-29,이용허락범위 제한 없음,직접 다운로드 가능,검색어 결과에는 유사 기관·교육부·한국장학재단 자료가 포함됨
공공데이터포털 검색결과 파일데이터,15068977,한국전문대학교육협의회_외국인 입시정보,한국전문대학교육협의회,파일데이터,https://www.data.go.kr/data/15068977/fileData.do,2020학년도 9월학기,전문대학·학과,"대학명, 학과명, 모집인원, 지원인원, 등록인원",3,CSV,2020-10-29,이용허락범위 제한 없음,직접 다운로드 가능,검색어 결과에는 유사 기관·교육부·한국장학재단 자료가 포함됨
